Simpson,Shannon,Chao1,ACE,MAP,MAT,LAT,LON,Altitude,pH,SOC,N,BD,NDVI,AI,Acidobacteria,Actinobacteria,Proteobacteria,Verrucomicrobia,chemoheterotrophy,aerobic_chemoheterotrophy,xylanolysis
0.991404857,7.49616833,536.0232558,495.410592,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.078125,0.739224138,0.130387931,0.001616379,0.402451481,0.364657814,
0.991604098,7.284324222,354.1764706,358.7493887,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.0133243,0.615401987,0.077009937,0,0.410535876,0.366030881,
0.989690722,7.465489249,572.7708333,592.8819454,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.097201767,0.633284242,0.216494845,0.005891016,0.429906542,0.39953271,
0.99231867,7.566614682,523.2692308,519.4537697,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.029174147,0.650807899,0.121184919,0.001795332,0.400219298,0.372807018,
0.983204029,7.042933337,445.0138889,503.2392957,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.147569444,0.673611111,0.146701389,0.006076389,0.391891892,0.38030888,
0.993339535,7.813665149,516.0769231,570.7938338,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.120930233,0.610232558,0.219534884,0.005581395,0.397834912,0.376184032,
0.993739077,7.81497587,618.8076923,607.2561016,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.197268589,0.308042489,0.382397572,0.007587253,0.402684564,0.395973154,
0.989454394,7.170163445,454.0588235,466.4131453,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.12244898,0.534693878,0.281632653,0.032653061,0.416666667,0.357142857,
0.983167681,6.828386248,493.1162791,543.54053,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.105098855,0.678459938,0.176899063,0.02289282,0.357333333,0.349333333,
0.982804543,6.906308038,546.3958333,609.7875368,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.093333333,0.753777778,0.131555556,0.009777778,0.356415479,0.346232179,
0.986360612,7.172364964,493.4716981,517.2078444,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.094810379,0.69261477,0.173652695,0.002994012,0.408723748,0.389337641,
0.991359116,7.360334501,438.8571429,457.0585351,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.224719101,0.288389513,0.361423221,0.007490637,0.307086614,0.299212598,
0.990502876,7.405897828,462.5208333,483.7914463,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.188380282,0.376760563,0.295774648,0.008802817,0.35840708,0.353982301,
0.990525028,7.431630801,525.1086957,540.2685808,203.1431818,6.253857446,39.1864,100.715,1866,8.241095041,6.099999905,1.613200027,1.416696281,0.119456522,0.126339018,0.201526718,0.355725191,0.328244275,0.003053435,0.337883959,0.337883959,
0.991508789,7.528581178,460.25,516.3267701,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.1921875,0.39375,0.2921875,0.0015625,0.365217391,0.362318841,
0.992701105,7.65537383,561.4716981,625.4477768,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.163851351,0.361486486,0.356418919,0.006756757,0.318565401,0.314345992,
0.992628777,7.637030759,503.9649123,566.3254042,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.183219178,0.426369863,0.284246575,0.005136986,0.347826087,0.347826087,
0.994339757,7.98018061,608.2727273,695.057021,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.158590308,0.323054332,0.392070485,0.017621145,0.366972477,0.353211009,
0.993336307,7.79476316,537.119403,616.1387978,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.142378559,0.308207705,0.395309883,0.02680067,0.3712,0.3504,
0.977967538,6.657880406,526.1956522,538.8023086,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.040677966,0.316949153,0.599152542,0,0.356730342,0.349178143,
0.97858913,6.71931956,561.6792453,628.674023,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.049455155,0.295892707,0.617770327,0.002514669,0.359819413,0.351241535,
0.992093801,7.52896145,442,465.8491219,430.7606818,-0.471214351,37.2939,100.5836,3383,7.902164773,35.51308777,3.430000041,1.213655682,0.383673906,0.385488663,0.112359551,0.605337079,0.185393258,0.001404494,0.41349481,0.380622837,
0.986707523,7.323586606,521.25,583.2759617,347.6586777,7.760365202,37.1,106.8333,1629,8.102231405,16.54320019,2.149599977,1.294729339,0.259452164,0.26492803,0.097175141,0.653107345,0.196610169,0.010169492,0.400793651,0.371031746,
0.988265717,7.286679701,469.7666667,517.8731723,347.6586777,7.760365202,37.1,106.8333,1629,8.102231405,16.54320019,2.149599977,1.294729339,0.259452164,0.26492803,0.097189696,0.709601874,0.159250585,0.009367681,0.325153374,0.304703476,
0.992616979,7.681165346,526.442623,548.045468,347.6586777,7.760365202,37.1,106.8333,1629,8.102231405,16.54320019,2.149599977,1.294729339,0.259452164,0.26492803,0.091708543,0.64321608,0.212311558,0.013819095,0.38576779,0.348314607,
0.984930974,7.484153909,936.3716814,998.1300629,198.7045455,6.336709328,39.2,100.75,1870,8.264979339,6.774999976,1.550000012,1.423677686,0.106213041,0.123361507,0.165738162,0.065923863,0.632311978,0.012070566,0.311369829,0.304929403,
0.994844403,8.338097697,888.5773196,940.9100842,198.7045455,6.336709328,39.2,100.75,1870,8.264979339,6.774999976,1.550000012,1.423677686,0.106213041,0.123361507,0.163592622,0.125902165,0.58861267,0.016840417,0.357101783,0.294997125,
0.99548584,8.49337065,894.6923077,985.6368633,198.7045455,6.336709328,39.2,100.75,1870,8.264979339,6.774999976,1.550000012,1.423677686,0.106213041,0.123361507,0.23359375,0.12421875,0.45625,0.01484375,0.311029412,0.271323529,
0.988235863,6.979451863,417.375,395.2568701,467.3452854,3.712403432,35.9667,101.8833,2649,7.983114153,49.057165,3.874598399,1.128647727,0.351904362,0.399268367,0.197839298,0.348413234,0.320054018,0,0.286228623,0.261026103,
0.986379641,6.826701734,370.0285714,390.5065306,467.3452854,3.712403432,35.9667,101.8833,2649,7.983114153,49.057165,3.874598399,1.128647727,0.351904362,0.399268367,0.206700379,0.335018963,0.326169406,0.001264223,0.293010753,0.26702509,
0.990070366,7.319484569,438.6851852,465.2866711,467.3452854,3.712403432,35.9667,101.8833,2649,7.983114153,49.057165,3.874598399,1.128647727,0.351904362,0.399268367,0.227882038,0.319705094,0.321045576,0.001340483,0.281783681,0.269449715,
0.987700597,6.947744583,427.5,400.2664814,437.3023089,-0.491632112,37.1833,102.7833,2979,7.920340909,54.53541177,4.276198496,1.102936583,0.385317385,0.437136272,0.558307069,0.051328231,0.312922107,0.010355696,0.2,0.183333333,
0.983669495,6.570709455,483.40625,458.2974554,437.3023089,-0.491632112,37.1833,102.7833,2979,7.920340909,54.53541177,4.276198496,1.102936583,0.385317385,0.437136272,0.587918908,0.055026893,0.278444353,0.014480761,0.276276276,0.258258258,
0.976319635,6.573472864,323.0666667,337.6208772,437.3023089,-0.491632112,37.1833,102.7833,2979,7.920340909,54.53541177,4.276198496,1.102936583,0.385317385,0.437136272,0.197170645,0.061892131,0.527851459,0.135278515,0.263525305,0.246073298,
0.976165258,5.933658919,244.44,248.0087174,1129.40563,16.3630523,31.32,106.8333,497,6.091466942,36.01487996,3.550399952,1.28011157,0.578147829,1.087108396,0.701667258,0.023767293,0.212131962,0.002837886,0.078202995,0.048252912,
0.991733367,7.361454287,403.7272727,435.7536378,1129.40563,16.3630523,31.32,106.8333,497,6.091466942,36.01487996,3.550399952,1.28011157,0.578147829,1.087108396,0.249438202,0.179775281,0.395505618,0.006741573,0.426829268,0.37804878,
0.990578695,7.349024386,357.1538462,457.0554115,1129.40563,16.3630523,31.32,106.8333,497,6.091466942,36.01487996,3.550399952,1.28011157,0.578147829,1.087108396,0.313575526,0.166347992,0.353728489,0.001912046,0.426605505,0.394495413,
0.989128726,7.061455722,366.3235294,384.8813046,1129.40563,16.3630523,31.32,106.8333,497,6.091466942,36.01487996,3.550399952,1.28011157,0.578147829,1.087108396,0.267772512,0.146919431,0.395734597,0.004739336,0.416458853,0.381546135,
0.988291346,7.158929616,316.0612245,328.0053113,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.167577413,0.123861566,0.5428051,0.009107468,0.441221374,0.422900763,
0.989924146,7.396482037,379.3684211,420.2966056,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.176583493,0.180422265,0.485604607,0,0.44795539,0.433085502,
0.992559124,7.462508574,386,424.4465268,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.256147541,0.141393443,0.43647541,0,0.410204082,0.365306122,
0.988946807,7.098682536,371.6896552,330.159417,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.261728395,0.175308642,0.358024691,0.012345679,0.450793651,0.425396825,
0.987873895,7.011688438,367.1714286,370.9880955,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.209803922,0.098039216,0.525490196,0.005882353,0.422442244,0.387788779,
0.988827671,7.003535466,354.483871,347.5212874,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.17003367,0.114478114,0.547138047,0.003367003,0.46002805,0.417952314,
0.989665327,7.62213587,476.1298701,503.1999349,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.08045977,0.403343783,0.353187043,0,0.427255985,0.418968692,
0.993324965,7.76995183,499.1818182,532.6906917,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.071668533,0.698768197,0.188129899,0.008958567,0.464491363,0.424184261,
0.991989344,7.461710765,439.5681818,432.7350675,224.4293518,3.435219855,41.7789,111.895,1439,8.148863636,12.70583979,2.202880045,1.408681818,0.252330422,0.155517194,0.106732348,0.147783251,0.582922824,0.001642036,0.433021807,0.397196262,
0.994287384,7.85353793,475.8571429,570.9832281,113.5162429,5.547858535,39.838783,97.930497,1888,8.051382955,8.609131531,1.402457794,1.400747965,0.069991305,0.071069784,0.246153846,0.273504274,0.336752137,0.003418803,0.411764706,0.392857143,
0.993814011,7.832363386,612.4545455,630.0389164,129.1241648,4.265032473,39.762238,97.788113,2172,8.061634091,13.3669091,1.992875271,1.346354921,0.099182606,0.085735941,0.136752137,0.295726496,0.422222222,0.001709402,0.427860697,0.385572139,
0.992114061,7.646561341,567.7586207,682.2002831,216.7364488,-0.248659706,39.605533,97.702177,3173,7.60121646,21.26698428,1.91639598,1.176346247,0.185247824,0.169332324,0.197952218,0.104095563,0.460750853,0,0.393592677,0.343249428,
0.992528688,7.628203149,513.5,562.0928173,242.091224,-1.885187308,39.476482,97.68075,3565,7.577170455,28.13822031,2.622689054,1.192243496,0.166356519,0.196189135,0.267552182,0.222011385,0.316888046,0.018975332,0.416356877,0.36802974,
0.988967594,7.367461403,709.0185185,695.6867765,283.9173149,-3.959127061,39.363582,97.651752,4229,7.418093182,36.53618138,3.247419537,1.216007779,0.139443472,0.271452008,0.062422744,0.67552534,0.231767614,0.001854141,0.46931067,0.45325779,
0.993130388,7.706666768,502.0967742,525.8823301,253.7194112,-1.487557317,39.309462,97.880003,3403,7.680071807,19.90534288,2.252869297,1.159267803,0.140986949,0.198826025,0.127155172,0.584051724,0.239224138,0.003232759,0.474150665,0.46676514,
0.991341792,7.748026537,532.1884058,570.2126928,295.6484932,-3.159453797,39.11318,98.176408,3420,7.476291698,27.20024114,2.491840008,1.17426577,0.182004347,0.243705832,0.150326797,0.317647059,0.352941176,0.016993464,0.398703404,0.372771475,
0.990098086,7.685475192,478.4,474.6718946,389.8788749,-3.025579684,38.433893,99.578432,3351,7.603257237,63.03528967,3.969347947,1.14163614,0.35339129,0.35045681,0.275981524,0.242494226,0.396073903,0.001154734,0.473170732,0.436585366,
0.994402806,7.896363918,635.5,611.3140984,396.7051839,-2.913184167,38.361722,99.72065,3245,7.694210142,46.31627086,3.700000048,1.094747001,0.301517397,0.354809082,0.162112933,0.338797814,0.313296903,0,0.450980392,0.43697479,
0.993323026,7.761810686,476.3684211,456.7573551,397.5643558,-2.621774364,38.289237,99.851733,3141,7.716690311,35.34408437,3.329513396,1.108211202,0.28048262,0.357192021,0.075040783,0.649265905,0.264274062,0,0.489795918,0.483965015,
0.993381793,7.886904488,620.5,608.1769267,412.1459983,-2.227401241,38.232072,99.995093,3088,7.511971144,56.41670407,3.81157332,1.116842727,0.287130445,0.355389786,0.544532131,0.020856821,0.052423901,0.012965051,0.357142857,0.348214286,
0.99360171,7.947589595,645.2205882,621.8818469,396.4655784,-0.726556827,38.222858,100.104153,2837,7.631215771,37.60803954,3.248428059,1.115623592,0.254243493,0.334656265,0.326576577,0.213213213,0.385885886,0.014264264,0.360082305,0.360082305,
0.994570821,8.047668266,527.4444444,534.5720527,416.2629359,-1.555917954,38.082083,100.365418,3044,7.627152974,50.64554648,3.665003998,1.141508716,0.328973919,0.361812754,0.391843972,0.15070922,0.213652482,0.007092199,0.390740741,0.390740741,
0.993719284,7.787379408,477.1186441,467.7353641,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.569795918,0.055510204,0.23755102,0.009795918,0.334217507,0.334217507,
0.993180288,7.715640524,429.4117647,465.496026,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.451890034,0.192439863,0.281786942,0.015463918,0.400843882,0.400843882,
0.996512674,8.649504252,636.5670103,633.2781494,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.241272036,0.171448324,0.409609402,0.02488766,0.267577474,0.255581473,
0.99472674,8.431131184,686.2272727,689.3711955,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.213188799,0.161698284,0.327913279,0.029810298,0.298147108,0.190623245,
0.995463781,8.632850925,730.0090909,724.5018664,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.168916978,0.161160586,0.353346739,0.019247343,0.27744887,0.2131324,
0.99556961,8.524360647,699.8910891,690.5808148,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.21050995,0.169154229,0.29539801,0.031094527,0.282051282,0.182468694,
0.988636601,7.187878147,385.9347826,456.7374841,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.260273973,0.136986301,0.392694064,0.006849315,0.421319797,0.370558376,
0.989513338,7.299337183,367.6326531,390.3185787,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.277904328,0.129840547,0.371298405,0.002277904,0.433139535,0.412790698,
0.989577632,7.241394228,403.5238095,434.964643,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.231707317,0.151219512,0.390243902,0.002439024,0.452247191,0.393258427,
0.996348866,8.659591203,676.5454545,668.2682485,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.196459563,0.299895869,0.347795904,0.008330441,0.268887363,0.254120879,
0.997185489,8.83588659,689.09375,678.8398357,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.17389917,0.303446075,0.350350989,0.008296107,0.252421118,0.230865355,
0.996377349,8.617982379,661.6796117,662.1118926,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.126129256,0.296733843,0.357539958,0.004517026,0.25578635,0.236498516,
0.995732138,8.476782963,678.78125,667.8188551,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.264078349,0.327736971,0.201469045,0.027981812,0.237469187,0.22021364,
0.998001148,9.313802912,1005.526316,970.9202085,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.525280899,0.050963082,0.206460674,0.001203852,0.373673036,0.368011323,
0.997191847,9.031839843,921.2295082,897.7191228,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.308381783,0.230135659,0.24127907,0.007025194,0.459302326,0.455910853,
0.994997555,8.426339426,829.7592593,820.6567079,715.6773244,0.75331672,33.65,101.8833,3593,6.904465393,71.74239999,4.349600143,1.146,0.485052168,0.725644767,0.290620559,0.399099953,0.263145429,0.004737091,0.46761344,0.463110495,
0.996924833,8.94306333,926.6124031,930.6018706,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.320713073,0.072835314,0.120882852,0.001188455,0.439875873,0.432117921,
0.988772311,7.720499472,904.1276596,910.9406186,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.149884348,0.056746338,0.688049345,0.00154202,0.376116978,0.359870024,
0.996499011,8.920461384,916.9090909,891.3227712,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.476650564,0.1215781,0.19384058,0.0034219,0.417385943,0.406288533,
0.997171972,8.94566532,903.5774648,914.108843,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.447947948,0.232482482,0.192942943,0.005005005,0.453326713,0.450844091,
0.994618662,8.399899763,933.9176471,868.3442064,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.275741154,0.161141218,0.322441823,0.000637552,0.429844098,0.422420193,
0.998042368,9.330302765,964.0808824,949.6304513,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.466934341,0.085498347,0.168398677,0.006140765,0.392612859,0.387824897,
0.997755964,9.186363896,934.5607477,914.5277263,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.544963056,0.087763561,0.236438998,0.000180213,0.386788533,0.38055671,
0.99784466,9.251018845,967.7096774,926.1408247,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.507683762,0.102018145,0.176819108,0.001666358,0.398790135,0.39274081,
0.997526859,9.037377429,882.1100917,849.7117641,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.345274861,0.245521927,0.354848672,0.004941322,0.430555556,0.424913194,
0.997914803,9.29555766,962.189781,954.4853972,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.497585652,0.058634169,0.192917912,0.004598758,0.384388807,0.374815906,
0.997155058,8.889083994,886.2244898,841.579101,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.42245857,0.215928766,0.327479594,0.004204798,0.427954456,0.424420887,
0.997196552,9.059654723,973.7795276,958.2203367,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.403759263,0.042833906,0.268570396,0.000722935,0.381093058,0.347119645,
0.996942534,9.006392817,956.5,930.1702996,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.347899514,0.160861305,0.297656745,0.00105552,0.447735192,0.446341463,
0.99759612,9.192035406,955.3589744,942.2419882,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.375523889,0.129756915,0.191282481,0.001341157,0.468223791,0.455187398,
0.997226115,9.057612108,966.5950413,954.2460009,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.344479005,0.148522551,0.412752722,0.001244168,0.462989156,0.460631777,
0.995744348,8.810720722,969.1287129,937.543973,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.189254667,0.098332621,0.414992162,0.000855066,0.465064282,0.449972051,
0.989655733,7.566432152,827.387931,858.3336845,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.386932707,0.057511737,0.326877934,0,0.362104398,0.360049322,
0.997699998,9.280389945,1023.811594,1009.428569,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.415219512,0.088,0.284097561,0.000585366,0.356831395,0.354287791,
0.995942926,8.652444244,944.4094488,940.6199451,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.313486253,0.047828209,0.401984708,0.000162681,0.361893349,0.355302576,
0.997886338,9.332424508,1095.2,1050.904132,791.34375,-1.460878922,29.83,101.875,4376,5.353125,94.23500214,7.900000095,1.074375,0.086347826,1.126388432,0.458070866,0.108661417,0.258070866,0.000984252,0.369517544,0.368421053,
