ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6729,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_6772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Unassigned
ASV_8526,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_incertae_sedis,Aciditerrimonas,Unassigned
ASV_1412,Bacteria,Armatimonadetes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1788,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Unassigned
ASV_4933,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Unassigned
ASV_2134,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1904,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Unassigned
ASV_1213,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Unassigned
ASV_2051,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_4487,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_4865,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_537,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_622,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_7202,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Arenimicrobiaceae,Arenimicrobium,Unassigned
ASV_1470,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_4240,Bacteria,Verrucomicrobia,Spartobacteria,Unassigned,Unassigned,Spartobacteria_genera_incertae_sedis,Unassigned
ASV_5368,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_5377,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_721,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_7832,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
ASV_8240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Unassigned
ASV_3921,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Unassigned
ASV_7053,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_8032,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_3563,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Unassigned
ASV_4649,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1122,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_1873,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_7989,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_2171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Unassigned,Unassigned
ASV_2293,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2867,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_4569,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_2123,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_3420,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Unassigned
ASV_4054,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_7476,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_783,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_3172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculaceae,Rhodoligotrophos,Unassigned
ASV_3750,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Granulicella,Unassigned
ASV_4423,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Unassigned
ASV_4838,Bacteria,Firmicutes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_7049,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_812,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unassigned
ASV_2445,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_7653,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_8707,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unassigned
ASV_1803,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_5712,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_5527,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unassigned
ASV_557,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_654,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unassigned
ASV_2351,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,Unassigned
ASV_2839,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_7860,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Unassigned
ASV_5979,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Unassigned
ASV_7810,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_incertae_sedis,Aciditerrimonas,Unassigned
ASV_4469,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_5836,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_6542,Bacteria,candidate_division_WPS-2,Unassigned,Unassigned,Unassigned,WPS-2_genera_incertae_sedis,Unassigned
ASV_797,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Unassigned
ASV_1479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Unassigned
ASV_3294,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_4746,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,Unassigned
ASV_1367,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2183,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Unassigned
ASV_5022,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Candidatus_Koribacter,Unassigned
ASV_7215,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_7850,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Unassigned
ASV_962,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_1090,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Unassigned
ASV_2592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,Unassigned
ASV_6132,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Unassigned
ASV_6898,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,Unassigned
ASV_874,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_1622,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Unassigned
ASV_1153,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_1754,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_3987,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_6145,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_6219,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_7019,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_1235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unassigned,Unassigned
ASV_2335,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_4302,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_8757,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unassigned
ASV_1297,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned
ASV_1336,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unassigned
ASV_3491,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_840,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_8659,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niveitalea,Unassigned
ASV_1899,Bacteria,Firmicutes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unassigned
ASV_1776,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Unassigned
ASV_2419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudolabrys,Unassigned
ASV_1413,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_2422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_3520,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_7960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Unassigned
ASV_1944,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Unassigned,Unassigned
ASV_2259,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_4577,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Edaphobacter,Unassigned
ASV_7796,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unassigned
ASV_8065,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Unassigned,Unassigned
ASV_2540,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unassigned
ASV_3327,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Unassigned,Unassigned
ASV_3975,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_3171,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora,Unassigned
ASV_1813,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_5302,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Unassigned,Unassigned
ASV_6777,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_953,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unassigned
ASV_1670,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_3685,Bacteria,Acidobacteria,Acidobacteria_Gp22,Unassigned,Unassigned,Gp22,Unassigned
ASV_4558,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_7217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Unassigned
ASV_1320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Defluviicoccus,Unassigned
ASV_1745,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Unassigned
ASV_3976,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Kribbellaceae,Kribbella,Unassigned
ASV_4512,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioprofundaceae,Thioprofundum,Unassigned
ASV_5036,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_8499,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_1053,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2049,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Kribbellaceae,Kribbella,Unassigned
ASV_2150,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Unassigned
ASV_583,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_639,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_1187,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Unassigned,Unassigned
ASV_1632,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_2496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,Unassigned
ASV_577,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_7549,Bacteria,Acidobacteria,Acidobacteria_Gp7,Unassigned,Unassigned,Gp7,Unassigned
ASV_1097,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_3261,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_7657,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Unassigned,Unassigned
ASV_8030,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_1125,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_3326,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_4783,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Unassigned
ASV_7541,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Unassigned
ASV_1469,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2811,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_8049,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_8678,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_877,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2803,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4412,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,Unassigned
ASV_701,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_908,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_2587,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unassigned,Unassigned
ASV_518,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Georgfuchsia,Unassigned
ASV_540,Bacteria,Acidobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_6465,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_8220,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_8224,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_8475,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Unassigned
ASV_1633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Defluviicoccus,Unassigned
ASV_1645,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_2613,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Kribbellaceae,Kribbella,Unassigned
ASV_1003,Bacteria,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned,Unassigned
ASV_2708,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_3904,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_2104,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Unassigned
ASV_6601,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_7645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unassigned
ASV_1282,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_4976,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculaceae,Rhodoligotrophos,Unassigned
ASV_8027,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Unassigned
ASV_1211,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2533,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2562,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_3319,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Unassigned
ASV_3513,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_3905,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Unassigned
ASV_4785,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_6140,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
ASV_8063,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_8477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus,Unassigned
ASV_1099,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_1154,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1380,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unassigned
ASV_2079,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_3977,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_4251,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_6161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculaceae,Rhodoligotrophos,Unassigned
ASV_4186,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_2034,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_7064,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_8037,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_1070,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
ASV_3082,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Unassigned
ASV_986,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_3408,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_4767,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unassigned
ASV_5837,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Unassigned
ASV_1596,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Unassigned
ASV_2651,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_5182,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Unassigned
ASV_2310,Bacteria,Verrucomicrobia,Spartobacteria,Unassigned,Unassigned,Spartobacteria_genera_incertae_sedis,Unassigned
ASV_2314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoplanes,Unassigned
ASV_2909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unassigned
ASV_4959,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Unassigned
ASV_796,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Unassigned
ASV_821,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_1959,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned,Unassigned,Unassigned
ASV_3500,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4653,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Unassigned
ASV_5739,Bacteria,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Phytoactinopolyspora,Unassigned
ASV_7783,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unassigned
ASV_4774,Bacteria,Proteobacteria,Deltaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_5370,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_6600,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Unassigned
ASV_6872,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Unassigned
ASV_6914,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Povalibacter,Unassigned
ASV_7025,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Aliidongia,Unassigned
ASV_917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus,Unassigned
ASV_938,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1188,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Unassigned
ASV_1348,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_1891,Bacteria,Acidobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2622,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Unassigned
ASV_2741,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3389,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_7628,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_929,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
